Date,Greenland AWP,Canada,USA 48,eastern Canada,Central Canada,Canadian Rockies,northern Canada,Alaska,US NE,US MidWest,US Pacific,US Rockies
2016-207,6.586,21.727,23.94,24.23,23.627,23.01,17.799,19.86,26.286,23.624,25.103,22.397
2016-208,6.51,21.597,23.863,24.106,23.489,22.979,17.627,19.697,26.191,23.538,25.013,22.319
2016-209,6.428,21.447,23.784,23.981,23.347,22.83,17.452,19.531,26.094,23.45,24.92,22.238
2016-210,6.397,21.305,23.703,23.847,23.203,22.734,17.284,19.361,25.994,23.359,24.825,22.156
2016-211,6.308,21.154,23.619,23.713,23.054,22.629,17.099,19.356,25.891,23.267,24.728,22.071
2016-212,6.279,21,23.534,23.573,22.903,22.516,16.914,19.19,25.786,23.171,24.628,21.984
2016-213,6.143,20.788,23.447,23.429,22.748,22.074,16.705,18.779,25.678,23.074,24.525,21.899
2016-214,6.053,20.624,23.357,23.283,22.59,21.936,16.513,18.626,25.567,22.974,24.42,21.808
2016-215,5.962,20.486,23.264,23.133,22.429,21.989,16.318,18.469,25.454,22.872,24.281,21.714
2016-216,5.905,20.313,23.169,22.981,22.265,21.816,16.121,18.327,25.338,22.767,24.171,21.619
2016-217,5.805,20.137,23.073,22.826,22.098,21.645,15.92,18.138,25.22,22.66,24.059,21.521
2016-218,5.71,19.974,22.975,22.667,21.927,21.558,15.726,17.918,25.099,22.551,23.975,21.422
2016-219,5.594,19.791,22.874,22.506,21.754,21.371,15.52,17.727,24.976,22.439,23.858,21.32
2016-220,5.464,19.614,22.771,22.342,21.578,21.212,15.326,17.563,24.85,22.326,23.738,21.216
2016-221,5.334,19.432,22.666,22.175,21.399,21.053,15.118,17.358,24.722,22.21,23.616,21.11
2016-222,5.243,19.231,22.559,22.006,21.217,20.861,14.875,17.151,24.591,22.092,23.492,21.002
2016-223,5.202,19.042,22.449,21.834,21.033,20.709,14.654,16.945,24.458,21.971,23.365,20.892
2016-224,5.084,18.851,22.337,21.659,20.845,20.562,14.429,16.801,24.322,21.849,23.236,20.776
2016-225,5.005,18.645,22.224,21.482,20.656,20.345,14.192,16.553,24.184,21.724,23.105,20.662
2016-226,4.905,18.45,22.109,21.302,20.464,20.142,13.988,16.336,24.043,21.597,22.971,20.549
2016-227,4.805,18.258,21.991,21.12,20.269,19.933,13.796,16.147,23.9,21.468,22.835,20.431
2016-228,4.704,18.054,21.872,20.935,20.072,19.725,13.573,15.918,23.755,21.337,22.697,20.311
2016-229,4.604,17.848,21.75,20.748,19.873,19.515,13.348,15.71,23.608,21.203,22.557,20.189
2016-230,4.503,17.64,21.626,20.559,19.671,19.303,13.124,15.477,23.458,21.068,22.415,20.065
2016-231,4.402,17.431,21.501,20.368,19.467,19.089,12.898,15.25,23.306,20.931,22.27,19.939
2016-232,4.294,17.223,21.373,20.174,19.261,18.872,12.682,15.023,23.151,20.792,22.124,19.811
2016-233,4.261,16.959,21.244,19.978,19.053,18.639,12.31,14.793,22.995,20.65,21.975,19.682
2016-234,4.159,16.775,21.112,19.781,18.844,18.419,12.171,14.563,22.836,20.507,21.824,19.55
2016-235,4.058,16.557,20.979,19.581,18.632,18.193,11.935,14.321,22.676,20.362,21.671,19.417
2016-236,3.92,16.232,20.844,19.38,18.419,17.955,11.393,13.835,22.513,20.215,21.517,19.282
2016-237,3.767,16.008,20.706,19.176,18.203,17.678,11.172,13.688,22.348,20.067,21.36,19.142
2016-238,3.67,15.815,20.567,18.971,17.987,17.453,11.018,13.456,22.182,19.916,21.201,19.004
2016-239,3.574,15.587,20.427,18.764,17.768,17.18,10.785,13.354,22.013,19.764,21.041,18.864
2016-240,3.477,15.379,20.285,18.556,17.548,17.013,10.571,13.104,21.842,19.61,20.879,18.722
2016-241,3.382,15.171,20.141,18.346,17.327,16.802,10.375,12.856,21.67,19.454,20.715,18.579
2016-242,3.288,14.95,19.995,18.135,17.104,16.577,10.149,12.627,21.495,19.297,20.549,18.434
2016-243,3.194,14.776,19.848,17.922,16.881,16.372,10.054,12.373,21.319,19.138,20.382,18.288
2016-244,3.102,14.543,19.699,17.708,16.656,16.106,9.814,12.142,21.141,18.978,20.213,18.14
2016-245,3.01,14.323,19.549,17.493,16.43,15.893,9.592,11.905,20.961,18.816,20.042,17.991
2016-246,2.914,14.098,19.397,17.276,16.203,15.652,9.369,11.684,20.78,18.652,19.87,17.84
2016-247,2.824,13.882,19.244,17.059,15.975,15.435,9.162,11.445,20.598,18.488,19.696,17.688
2016-248,2.681,13.532,19.089,16.84,15.747,15.199,8.571,11.257,20.414,18.322,19.521,17.535
2016-249,2.462,13.241,18.933,16.621,15.517,14.737,8.253,11.005,20.228,18.154,19.345,17.381
2016-250,2.349,12.99,18.776,16.401,15.288,14.555,7.931,10.785,20.041,17.986,19.167,17.225
2016-251,2.272,12.728,18.616,16.18,15.057,14.393,7.569,10.442,19.852,17.816,18.988,17.065
2016-252,2.148,12.536,18.456,15.959,14.827,14.134,7.46,10.105,19.663,17.645,18.807,16.907
2016-253,2.073,12.245,18.296,15.737,14.596,13.469,7.232,9.923,19.472,17.473,18.626,16.751
2016-254,1.999,12.012,18.134,15.514,14.364,13.349,6.939,9.713,19.279,17.3,18.443,16.591
2016-255,1.927,11.791,17.97,15.291,14.133,13.156,6.717,9.479,19.086,17.125,18.26,16.43
2016-256,1.857,11.578,17.806,15.068,13.902,13.042,6.482,9.247,18.892,16.951,18.075,16.268
2016-257,1.787,11.315,17.641,14.844,13.67,12.77,6.168,9.002,18.697,16.775,17.89,16.106
2016-258,1.666,11.017,17.445,14.62,13.439,12.411,5.789,8.278,18.501,16.599,17.704,15.825
2016-259,1.606,10.694,17.267,14.397,13.208,12.182,5.278,8.031,18.305,16.421,17.517,15.616
2016-260,1.541,10.48,17.128,14.16,12.977,12.018,5.075,7.89,18.107,16.244,17.329,15.568
2016-261,1.476,10.263,16.971,13.937,12.748,11.832,4.856,7.673,17.909,16.065,17.141,15.448
2016-262,1.418,9.893,16.802,13.4,12.518,11.725,4.404,7.524,17.71,15.886,16.952,15.282
2016-263,1.283,9.821,16.632,13.255,12.289,11.526,4.559,7.33,17.511,15.707,16.762,15.115
2016-264,1.226,9.715,16.461,13.146,12.061,11.266,4.61,7.153,17.311,15.527,16.572,14.948
2016-265,1.157,9.614,16.29,13.036,11.833,11.004,4.679,6.943,17.11,15.346,16.381,14.781
2016-266,1.105,9.423,16.119,12.816,11.606,10.773,4.556,6.745,16.91,15.166,16.191,14.613
2016-267,0.999,9.247,15.948,12.615,11.381,10.57,4.446,6.625,16.709,14.985,16.001,14.448
2016-268,0.952,9.055,15.758,12.396,11.157,10.338,4.318,6.406,16.509,14.805,15.81,14.209
2016-269,0.898,8.868,15.543,12.136,10.934,10.089,4.24,6.153,16.308,14.619,15.619,13.88
2016-270,0.886,8.667,15.364,11.919,10.712,9.766,4.121,5.859,16.107,14.438,15.428,13.685
2016-271,0.842,8.474,15.233,11.705,10.491,9.529,3.984,5.641,15.906,14.263,15.237,13.675
2016-272,0.8,8.265,15.077,11.489,10.272,9.29,3.802,5.325,15.706,14.083,15.047,13.571
2016-273,0.759,8.042,14.914,11.313,10.055,9.201,3.479,5.151,15.505,13.902,14.856,13.437
2016-274,0.718,7.671,14.741,11.1,9.839,8.73,2.911,5.082,15.305,13.722,14.666,13.27
2016-275,0.68,7.434,14.569,10.887,9.625,8.44,2.662,4.88,15.105,13.543,14.476,13.102
2016-276,0.644,7.238,14.397,10.662,9.34,8.036,2.644,4.735,14.906,13.363,14.287,12.935
2016-277,0.608,6.965,14.209,10.453,8.885,7.716,2.474,4.595,14.707,13.185,14.098,12.705
2016-278,0.532,6.639,13.993,10.204,8.697,7.457,1.956,4.443,14.51,13.006,13.91,12.364
2016-279,0.501,6.469,13.803,10.01,8.498,7.267,1.836,4.288,14.313,12.826,13.723,12.126
2016-280,0.472,6.04,13.637,9.827,7.199,7.082,1.746,4.135,14.116,12.648,13.537,11.979
2016-281,0.444,5.861,13.401,9.599,6.919,6.896,1.682,3.978,13.921,12.412,13.351,11.637
2016-282,0.417,5.652,13.315,9.294,6.637,6.664,1.614,3.826,13.726,12.282,13.151,11.74
2016-283,0.391,5.153,13.13,8.632,5.669,6.323,1.519,3.687,13.533,12.115,12.968,11.501
2016-284,0.367,5.138,12.968,8.719,5.756,6.037,1.466,3.532,13.34,11.949,12.785,11.354
2016-285,0.344,5.02,12.772,8.609,5.722,5.617,1.41,3.385,13.149,11.714,12.604,11.163
2016-286,0.322,4.809,12.425,8.426,5.22,5.506,1.348,3.231,12.959,11.14,12.424,10.83
2016-287,0.301,4.627,12.37,8.183,5.093,5.382,1.15,3.097,12.77,11.27,12.258,10.697
2016-288,0.281,4.311,12.291,7.318,4.922,5.214,1.096,2.978,12.583,11.211,12.08,10.729
2016-289,0.252,4.16,12.119,7.044,4.798,5.056,1.026,2.85,12.397,11.045,11.904,10.531
2016-290,0.235,4.113,12.001,6.78,5.073,4.921,0.951,2.683,12.213,10.944,11.729,10.458
2016-291,0.205,4.031,11.839,6.698,4.975,4.782,0.905,2.553,12.031,10.781,11.555,10.299
2016-292,0.19,3.619,11.622,6.657,4.409,3.705,0.602,2.34,11.85,10.618,11.383,9.914
2016-293,0.177,3.502,11.437,6.375,4.314,3.653,0.569,2.16,11.671,10.458,11.213,9.656
2016-294,0.17,3.418,11.282,6.241,4.189,3.565,0.559,2.059,11.493,10.298,11.045,9.507
2016-295,0.158,3.329,11.135,6.027,4.134,3.511,0.527,1.963,11.318,10.141,10.878,9.39
2016-296,0.146,3.287,11.012,5.908,4.188,3.419,0.498,1.856,11.144,9.986,10.714,9.361
2016-297,0.136,3.212,10.876,5.663,4.223,3.383,0.458,1.703,10.951,9.832,10.54,9.282
2016-298,0.125,3.042,10.719,5.277,4.056,3.286,0.426,1.572,10.568,9.68,10.379,9.176
2016-299,0.116,2.966,10.578,5.093,4.028,3.2,0.403,1.489,10.452,9.53,10.221,9.048
2016-300,0.107,2.783,10.44,4.595,3.92,3.106,0.379,1.415,10.252,9.382,10.064,8.95
2016-301,0.099,2.792,10.344,4.481,4.153,3.008,0.364,1.353,10.237,9.236,9.91,8.952
2016-302,0.091,2.707,10.166,4.298,4.036,3.015,0.342,1.242,9.526,9.092,9.758,8.852
2016-303,0.085,2.675,10.05,4.337,3.959,2.905,0.32,1.179,9.691,8.95,9.608,8.712
2016-304,0.079,2.438,9.902,3.981,3.453,2.826,0.306,1.103,9.495,8.811,9.46,8.554
2016-305,0.072,2.311,9.769,3.593,3.437,2.774,0.27,1.078,9.348,8.673,9.315,8.435
2016-306,0.066,2.412,9.657,3.972,3.504,2.706,0.252,1.03,9.491,8.538,9.172,8.299
2016-307,0.061,2.327,9.525,3.935,3.29,2.596,0.235,0.977,9.369,8.406,9.031,8.167
2016-308,0.056,2.3,9.38,4.038,3.136,2.519,0.219,0.927,9.223,8.275,8.893,7.985
2016-309,0.051,2.186,9.243,3.915,2.89,2.415,0.204,0.779,9.084,8.147,8.757,7.824
2016-310,0.047,2.155,9.13,3.77,2.967,2.37,0.19,0.773,8.944,8.021,8.624,7.753
2016-311,0.043,2.177,9.009,3.664,3.205,2.342,0.177,0.73,8.813,7.898,8.493,7.644
2016-312,0.037,2.162,8.889,3.598,3.26,2.274,0.172,0.662,8.671,7.777,8.365,7.535
2016-313,0.034,2.119,8.781,3.543,3.174,2.251,0.161,0.612,8.539,7.658,8.24,7.461
2016-314,0.031,2.035,8.677,3.485,2.951,2.205,0.143,0.472,8.416,7.542,8.117,7.399
2016-315,0.028,2.014,8.568,3.506,2.896,2.144,0.133,0.442,8.289,7.429,7.997,7.31
2016-316,0.026,1.939,8.46,3.417,2.739,2.074,0.125,0.42,8.166,7.318,7.88,7.217
2016-317,0.024,1.813,8.354,2.969,2.728,2.066,0.117,0.414,8.045,7.21,7.765,7.124
2016-318,0.022,1.811,8.248,3.065,2.666,2.008,0.108,0.392,7.927,7.104,7.653,7.024
2016-319,0.02,1.82,8.145,3.134,2.668,1.955,0.101,0.371,7.811,7.001,7.544,6.928
2016-320,0.018,1.782,8.044,3.094,2.6,1.89,0.1,0.351,7.699,6.901,7.438,6.834
2016-321,0.016,1.71,7.933,3.046,2.486,1.693,0.093,0.329,7.59,6.803,7.334,6.692
2016-322,0.015,1.563,7.793,2.943,2.207,1.374,0.081,0.286,7.484,6.708,7.227,6.431
2016-323,0.014,1.461,7.225,2.866,1.922,1.32,0.074,0.268,7.38,6.18,7.096,5.065
2016-324,0.013,1.374,6.934,2.702,1.783,1.277,0.067,0.254,7.28,5.299,6.99,5.259
2016-325,0.012,1.302,6.845,2.567,1.666,1.239,0.062,0.243,7.182,5.089,6.829,5.347
2016-326,0.011,1.207,6.923,2.202,1.7,1.212,0.058,0.231,5.807,5.447,6.742,5.719
2016-327,0.01,1.144,6.866,2.047,1.638,1.179,0.054,0.219,5.581,5.471,6.724,5.647
2016-328,0.009,1.093,6.885,1.967,1.538,1.155,0.05,0.208,5.725,5.62,6.641,5.574
2016-329,0.008,1.054,6.758,1.883,1.481,1.142,0.046,0.19,5.512,5.53,6.561,5.36
2016-330,0.008,0.871,6.491,1.639,1.062,1.059,0.043,0.179,5.326,5.416,6.28,4.647
2016-331,0.007,0.884,6.544,1.596,1.18,1.033,0.04,0.171,5.256,5.528,6.252,4.816
2016-332,0.007,0.877,6.499,1.566,1.209,0.996,0.038,0.16,5.12,5.526,6.182,4.778
2016-333,0.006,0.864,6.302,1.579,1.179,0.938,0.035,0.149,6.074,5.504,5.683,3.872
2016-334,0.006,0.747,6,1.489,0.836,0.889,0.033,0.142,5.828,5.255,5.623,3.315
2016-335,0.005,0.746,5.789,1.462,0.87,0.88,0.031,0.133,5.769,4.784,5.769,3.242
2016-336,0.005,0.727,5.745,1.45,0.822,0.862,0.029,0.128,5.83,4.645,5.712,3.302
2016-337,0.005,0.738,5.842,1.439,0.887,0.847,0.027,0.122,5.789,4.757,5.687,3.534
2016-338,0.004,0.715,5.801,1.424,0.824,0.827,0.026,0.118,5.76,4.676,5.647,3.55
2016-339,0.004,0.719,5.777,1.432,0.837,0.825,0.024,0.111,5.75,4.674,5.599,3.525
2016-340,0.004,0.696,5.664,1.388,0.805,0.804,0.023,0.106,5.695,4.262,5.708,3.702
2016-341,0.004,0.619,5.54,1.23,0.696,0.751,0.022,0.103,5.314,4.101,5.602,3.58
2016-342,0.003,0.601,5.436,1.22,0.684,0.672,0.021,0.082,4.718,4.125,5.421,3.381
2016-343,0.003,0.596,5.249,1.205,0.673,0.686,0.02,0.079,4.589,3.736,5.241,3.28
2016-344,0.003,0.583,5.172,1.172,0.662,0.676,0.019,0.076,4.508,3.712,5.207,3.146
2016-345,0.003,0.567,5.183,1.138,0.653,0.648,0.018,0.074,4.283,3.762,5.247,3.162
2016-346,0.003,0.559,5.129,1.122,0.644,0.64,0.017,0.072,4.24,3.61,5.218,3.194
2016-347,0.003,0.55,5.03,1.102,0.636,0.632,0.017,0.07,3.897,3.466,5.192,3.143
2016-348,0.003,0.538,5.133,1.066,0.629,0.625,0.016,0.069,3.945,3.62,5.168,3.361
2016-349,0.002,0.535,5.095,1.058,0.622,0.632,0.016,0.066,3.888,3.505,5.297,3.395
2016-350,0.002,0.531,5.075,1.051,0.617,0.627,0.015,0.065,3.643,3.472,5.277,3.463
2016-351,0.002,0.525,5.008,1.045,0.612,0.606,0.015,0.066,3.591,3.38,4.906,3.424
2016-352,0.002,0.522,4.94,1.039,0.608,0.606,0.015,0.065,3.576,3.349,4.829,3.227
2016-353,0.002,0.52,4.396,1.035,0.605,0.603,0.015,0.064,3.269,2.536,5.104,2.593
2016-354,0.002,0.518,4.328,1.032,0.602,0.601,0.014,0.064,3.366,2.189,5.106,2.68
2016-355,0.002,0.517,4.46,1.03,0.6,0.599,0.014,0.064,3.904,2.317,5.1,2.688
2016-356,0.002,0.521,4.602,1.044,0.603,0.598,0.014,0.064,3.942,2.653,5.097,2.777
2016-357,0.002,0.523,4.808,1.051,0.602,0.598,0.014,0.063,3.949,3.173,5.096,2.85
2016-358,0.002,0.523,4.902,1.052,0.603,0.598,0.014,0.064,4.048,3.47,5.224,2.794
2016-359,0.002,0.523,4.938,1.054,0.604,0.59,0.014,0.064,3.987,3.562,4.842,2.827
2016-360,0.002,0.522,4.919,1.047,0.602,0.598,0.014,0.064,4.07,3.602,4.79,2.709
2016-361,0.002,0.526,4.866,1.053,0.605,0.612,0.015,0.065,4.586,3.581,4.918,2.43
2016-362,0.002,0.53,4.814,1.064,0.608,0.612,0.015,0.065,4.323,3.687,4.746,2.243
2016-363,0.002,0.533,4.927,1.068,0.613,0.616,0.015,0.066,4.642,3.818,4.749,2.301
2016-364,0.002,0.544,5.089,1.1,0.618,0.622,0.015,0.066,4.616,3.978,5.021,2.592
2016-365,0.002,0.548,5.068,1.108,0.623,0.627,0.016,0.067,4.131,4.001,5.051,2.601
2016-366,0.003,0.555,5.034,1.122,0.63,0.64,0.016,0.069,3.772,3.932,5.073,2.676
2017-001,0.003,0.561,5.044,1.132,0.638,0.647,0.017,0.074,3.725,3.976,5.098,2.654
2017-002,0.003,0.563,5.117,1.134,0.645,0.644,0.017,0.075,4.153,4.062,4.595,2.687
2017-003,0.003,0.57,5.144,1.145,0.654,0.652,0.018,0.077,4.221,4.066,4.787,2.671
2017-004,0.003,0.581,5.212,1.173,0.664,0.662,0.019,0.08,4.586,4.134,4.827,2.681
2017-005,0.003,0.582,5.106,1.154,0.675,0.678,0.02,0.082,4.455,3.84,4.606,2.682
2017-006,0.003,0.591,4.479,1.17,0.686,0.689,0.021,0.086,3.911,2.409,4.407,2.444
2017-007,0.004,0.601,3.746,1.186,0.699,0.706,0.022,0.089,3.126,2.228,4.607,2.097
2017-008,0.004,0.611,3.891,1.202,0.712,0.72,0.023,0.093,2.879,2.333,4.567,2.113
2017-009,0.004,0.615,4.11,1.195,0.726,0.734,0.024,0.101,3.158,2.51,4.592,2.276
2017-010,0.004,0.627,4.605,1.214,0.741,0.749,0.026,0.105,3.206,3.236,4.631,2.574
2017-011,0.005,0.637,5.19,1.227,0.757,0.765,0.027,0.109,3.308,4.161,4.673,3.072
2017-012,0.005,0.653,5.405,1.258,0.774,0.786,0.029,0.114,4.764,4.295,4.732,2.983
2017-013,0.005,0.667,5.443,1.281,0.792,0.804,0.031,0.119,4.865,4.12,4.941,2.919
2017-014,0.006,0.702,5.572,1.381,0.812,0.823,0.033,0.124,5.875,4.132,4.991,3.008
2017-015,0.006,0.718,5.652,1.407,0.832,0.843,0.035,0.125,5.878,4.207,5.557,3.078
2017-016,0.007,0.723,5.549,1.391,0.853,0.864,0.038,0.131,5.658,3.988,5.496,3.011
2017-017,0.007,0.74,5.468,1.42,0.875,0.886,0.04,0.138,5.697,3.806,5.557,2.959
2017-018,0.008,0.758,5.711,1.449,0.899,0.909,0.043,0.145,5.765,4.381,5.622,2.973
2017-019,0.008,0.796,5.852,1.479,0.999,0.933,0.047,0.153,5.821,4.575,5.688,3.049
2017-020,0.009,0.811,5.968,1.51,1.006,0.96,0.05,0.161,6.005,4.751,6.113,3.062
2017-021,0.01,0.829,5.979,1.557,1.01,0.986,0.054,0.17,6.207,4.809,6.19,3.013
2017-022,0.011,0.855,6.04,1.603,1.041,1.014,0.058,0.18,6.287,4.989,6.315,2.941
2017-023,0.012,0.872,6.102,1.639,1.05,1.043,0.063,0.19,6.37,5.071,6.389,2.925
2017-024,0.013,0.897,6.055,1.693,1.064,1.074,0.067,0.191,6.398,5.125,6.313,2.556
2017-025,0.014,0.926,5.884,1.717,1.096,1.168,0.073,0.22,5.507,4.829,6.539,2.508
2017-026,0.015,0.952,5.905,1.757,1.129,1.203,0.078,0.233,5.499,4.68,6.631,2.629
2017-027,0.017,0.989,5.912,1.812,1.187,1.24,0.084,0.247,5.785,4.478,6.694,2.689
2017-028,0.018,1.004,5.92,1.8,1.229,1.278,0.091,0.261,5.38,4.466,6.816,2.767
2017-029,0.02,1.024,6.085,1.807,1.269,1.317,0.098,0.277,5.393,4.746,6.915,2.849
2017-030,0.022,1.061,6.13,1.847,1.34,1.358,0.106,0.293,5.464,4.742,7.017,2.877
2017-031,0.024,1.096,6.115,1.895,1.392,1.404,0.114,0.311,4.876,4.866,7.122,2.934
2017-032,0.026,1.129,6.529,1.941,1.439,1.445,0.123,0.328,5.131,5.568,7.397,3.083
2017-033,0.028,1.161,6.649,1.997,1.466,1.491,0.133,0.348,5.354,5.52,7.521,3.306
2017-034,0.031,1.185,6.734,2.035,1.483,1.538,0.143,0.369,5.945,5.464,7.835,3.363
2017-035,0.034,1.225,6.773,2.083,1.546,1.588,0.154,0.391,5.957,5.411,7.955,3.434
2017-036,0.037,1.248,7.028,2.136,1.536,1.638,0.166,0.414,5.903,5.758,8.078,3.81
2017-037,0.04,1.286,7.151,2.19,1.585,1.691,0.178,0.438,6.075,5.874,8.272,3.913
2017-038,0.044,1.323,7.298,2.245,1.635,1.727,0.191,0.464,6.152,6.004,8.4,4.132
2017-039,0.048,1.366,7.472,2.344,1.686,1.716,0.206,0.492,6.833,6.162,8.543,4.2
2017-040,0.053,1.409,7.612,2.406,1.739,1.776,0.221,0.52,7.824,5.716,8.694,4.839
2017-041,0.057,1.443,7.304,2.431,1.794,1.831,0.237,0.555,4.901,5.361,8.83,4.938
2017-042,0.063,1.485,7.668,2.48,1.851,1.893,0.253,0.586,5.053,6.091,8.831,5.179
2017-043,0.068,1.538,8.066,2.542,1.939,1.954,0.271,0.62,5.187,6.94,8.969,5.367
2017-044,0.074,1.595,8.304,2.631,2.008,2.017,0.29,0.654,5.749,7.228,9.109,5.509
2017-045,0.081,1.64,8.508,2.677,2.072,2.084,0.31,0.69,6.857,7.352,9.381,5.588
2017-046,0.088,1.702,8.63,2.774,2.143,2.167,0.331,0.728,6.973,7.548,9.528,5.738
2017-047,0.095,1.786,8.813,2.831,2.327,2.273,0.353,0.767,6.951,7.722,9.693,5.973
2017-048,0.103,1.849,8.938,2.893,2.425,2.369,0.377,0.808,6.576,7.845,9.938,6.195
2017-049,0.112,1.93,9.147,2.979,2.586,2.438,0.401,0.853,7.247,8.128,10.094,6.237
2017-050,0.121,1.99,9.423,3.07,2.672,2.477,0.427,0.893,7.894,8.606,9.979,6.318
2017-051,0.131,2.025,9.603,3.153,2.639,2.553,0.454,0.937,8.299,8.9,10.124,6.409
2017-052,0.142,2.119,9.864,3.242,2.828,2.653,0.482,0.989,8.785,9.195,10.381,6.562
2017-053,0.154,2.197,10.213,3.354,2.931,2.733,0.511,1.038,9.418,9.677,10.542,6.862
2017-054,0.166,2.211,10.167,3.422,2.834,2.803,0.541,1.089,9.292,9.761,10.704,6.41
2017-055,0.179,2.259,9.927,3.502,2.846,2.892,0.573,1.157,9.603,9.294,10.44,5.846
2017-056,0.193,2.314,9.574,3.583,2.885,2.977,0.606,1.212,10.499,7.82,10.825,5.941
2017-057,0.208,2.385,9.709,3.666,2.983,3.066,0.641,1.268,10.657,7.822,11.06,6.212
2017-058,0.224,2.432,9.879,3.754,2.973,3.154,0.677,1.326,10.368,8.29,11.213,6.141
2017-059,0.24,2.518,9.995,3.894,3.065,3.244,0.714,1.386,10.648,8.585,10.726,5.998
2017-060,0.258,2.592,10.012,3.99,3.158,3.336,0.752,1.448,11.039,8.634,11.191,5.737
2017-061,0.277,2.68,10.068,4.119,3.263,3.429,0.792,1.511,11.339,8.502,10.698,5.883
2017-062,0.297,2.714,10.339,4.061,3.349,3.523,0.833,1.576,11.015,8.733,10.853,6.51
2017-063,0.318,2.801,10.534,4.187,3.449,3.62,0.875,1.642,9.947,9.188,11.405,6.793
2017-064,0.34,2.912,10.893,4.323,3.632,3.717,0.919,1.71,10.16,9.846,11.568,7.008
2017-065,0.364,2.951,11.385,4.431,3.569,3.793,0.964,1.779,10.58,10.761,11.604,7.384
2017-066,0.388,3.018,11.498,4.501,3.639,3.892,1.011,1.851,11.289,11.163,11.096,6.9
2017-067,0.414,3.111,11.844,4.595,3.789,3.994,1.059,1.923,12.173,11.479,11.405,7.311
2017-068,0.441,3.203,12.224,4.809,3.803,4.097,1.108,2.03,12.764,11.642,11.805,8.165
2017-069,0.47,3.271,12.305,4.858,3.891,4.2,1.159,2.107,12.802,11.281,12.539,8.693
2017-070,0.5,3.334,12.1,4.885,3.984,4.306,1.21,2.184,9.065,11.29,12.905,8.867
2017-071,0.531,3.401,12.038,4.922,4.078,4.412,1.264,2.264,8.522,10.837,13.576,9.226
2017-072,0.564,3.499,12.326,5.073,4.172,4.52,1.318,2.345,8.983,11.268,13.931,9.7
2017-073,0.598,3.564,11.758,5.099,4.268,4.628,1.374,2.427,9.151,8.923,14.115,9.983
2017-074,0.633,3.631,11.767,5.127,4.364,4.738,1.431,2.51,7.731,9.207,14.299,10.203
2017-075,0.67,3.731,12.158,5.194,4.542,4.863,1.489,2.595,7.998,9.741,14.59,10.684
2017-076,0.708,3.864,12.989,5.292,4.823,4.982,1.549,2.683,8.444,11.613,14.777,10.882
2017-077,0.747,4.05,13.368,5.443,5.246,5.117,1.61,2.77,8.78,12.314,14.964,11.112
2017-078,0.788,4.146,13.773,5.535,5.382,5.231,1.672,2.859,9.129,13.122,15.15,11.24
2017-079,0.83,4.275,14.284,5.678,5.576,5.38,1.735,2.917,9.982,13.99,15.466,11.546
2017-080,0.874,4.458,14.617,5.78,6.034,5.517,1.799,2.994,10.787,14.473,15.654,11.731
2017-081,0.919,4.58,14.803,5.978,6.154,5.635,1.865,3.084,10.961,14.614,15.842,12.016
2017-082,0.965,4.681,15.111,6.069,6.304,5.753,1.931,3.172,11.745,14.811,16.031,12.5
2017-083,1.013,4.775,15.273,6.204,6.373,5.872,1.998,3.258,12.148,15.086,16.239,12.43
2017-084,1.062,4.874,15.332,6.312,6.491,5.991,2.067,3.352,12.607,15.207,16.427,12.19
2017-085,1.112,4.975,15.497,6.415,6.62,6.117,2.136,3.446,12.749,15.339,16.615,12.384
2017-086,1.163,5.094,15.768,6.528,6.803,6.254,2.207,3.544,13.3,15.589,16.802,12.74
2017-087,1.215,5.196,16.028,6.635,6.936,6.362,2.278,3.645,14.706,15.796,16.989,12.837
2017-088,1.269,5.316,16.233,6.744,7.102,6.53,2.35,3.742,15.151,16.083,17.175,12.917
2017-089,1.324,5.419,16.39,6.84,7.243,6.652,2.423,3.839,14.975,16.203,17.36,13.235
2017-090,1.38,5.585,16.666,6.963,7.608,6.775,2.497,3.937,15.18,16.547,17.544,13.599
2017-091,1.436,5.773,16.75,7.061,8.059,6.943,2.571,4.035,15.176,16.75,17.727,13.466
2017-092,1.494,5.879,16.836,7.165,8.197,7.07,2.647,4.134,15.193,16.808,17.91,13.534
2017-093,1.553,6.057,17.085,7.283,8.597,7.219,2.722,4.234,15.728,17.061,18.092,13.835
2017-094,1.613,6.27,17.271,7.387,9.161,7.346,2.799,4.334,16.148,17.158,18.295,14.091
2017-095,1.674,6.469,17.253,7.491,9.656,7.504,2.876,4.434,16.546,17.266,18.475,13.624
2017-096,1.736,6.684,17.488,7.644,10.177,7.631,2.954,4.535,16.705,17.476,18.654,13.982
2017-097,1.798,6.882,17.815,7.751,10.676,7.756,3.032,4.636,16.981,17.793,18.831,14.559
2017-098,1.862,6.913,17.806,7.521,10.857,7.9,3.11,4.738,15.294,17.96,19.007,14.751
2017-099,1.926,7.21,18.083,7.951,11.406,8.032,3.19,4.881,15.79,18.262,19.182,15.033
2017-100,1.991,7.407,18.032,8.199,11.753,8.153,3.269,5.017,17.799,18.426,19.328,13.776
2017-101,2.056,7.521,17.997,8.316,11.909,8.266,3.349,5.137,18.141,17.618,19.5,14.445
2017-102,2.123,7.703,18.551,8.522,12.137,8.567,3.429,5.256,18.458,18.332,19.917,15.36
